price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state
12995,2013,chevrolet,tahoe,good,8,gas,154686,clean,automatic,4wd,full-size,SUV,grey,wi
12995,2015,dodge,journey,like new,6,gas,74345,clean,automatic,4wd,full-size,SUV,black,wi
12995,2010,toyota,tacoma,like new,6,gas,232940,clean,manual,4wd,mid-size,truck,black,wi
12995,2011,chevrolet,suburban,good,8,gas,198492,clean,automatic,4wd,full-size,SUV,black,wi
13000,2010,gmc,sierra,good,8,gas,150000,clean,automatic,4wd,full-size,pickup,white,wi
13000,2007,mercedes-benz,benz ml63 amg,excellent,8,gas,175900,clean,automatic,4wd,mid-size,SUV,silver,wi
13030,2013,ford,econoline cargo van,good,8,gas,137028,clean,automatic,rwd,mid-size,van,custom,wi
13030,2013,ford,econoline cargo van,good,8,gas,137028,clean,automatic,rwd,mid-size,van,custom,wi
13265,2014,chevrolet,impala,excellent,4,gas,76756,clean,automatic,fwd,full-size,sedan,red,wi
13300,2014,ford,explorer,good,6,gas,107000,lien,automatic,4wd,full-size,SUV,black,wi
13495,2013,honda,civic ex,like new,4,gas,80100,clean,automatic,fwd,full-size,sedan,silver,wi
13495,2013,honda,civic ex,like new,4,gas,80100,clean,automatic,fwd,full-size,sedan,silver,wi
13500,2015,ford,escape,like new,4,gas,52876,clean,automatic,fwd,full-size,SUV,white,wi
13500,2014,chrysler,town & country,good,6,gas,60189,clean,automatic,fwd,full-size,mini-van,white,wi
13500,2012,infiniti,g37x sedan 4d,good,6,gas,84000,clean,automatic,4wd,full-size,sedan,silver,wi
13500,2016,buick,encore,excellent,4,gas,51805,rebuilt,automatic,4wd,compact,SUV,grey,wi
13500,2013,mini,cooper convertible,like new,4,gas,5900,clean,automatic,fwd,sub-compact,convertible,blue,wi
13500,2004,jeep,wrangler,excellent,6,gas,116934,clean,manual,4wd,mid-size,SUV,blue,wi
13500,2011,gmc,yukon xl denali,good,8,gas,156000,clean,automatic,4wd,full-size,SUV,black,wi
13500,2011,audi,q7 tdi,like new,6,diesel,137000,clean,automatic,4wd,full-size,SUV,black,wi
13500,2019,chevrolet,malibu lt,like new,4,gas,37000,clean,automatic,fwd,mid-size,sedan,black,wi
13654,2011,toyota,rav4 v6 limited,excellent,6,gas,99964,clean,automatic,fwd,full-size,SUV,brown,wi
13654,2011,toyota,rav4 v6 limited,excellent,6,gas,99964,clean,automatic,fwd,full-size,SUV,brown,wi
13685,2017,toyota,corolla le,good,4,gas,11581,clean,automatic,fwd,mid-size,sedan,grey,wi
13700,2012,chevrolet,express,good,8,gas,76058,clean,automatic,rwd,full-size,van,white,wi
13775,2015,chevrolet,equinox,excellent,4,gas,26574,rebuilt,automatic,4wd,compact,SUV,silver,wi
13788,2010,chevrolet,express cargo van,good,8,gas,187867,clean,automatic,4wd,mid-size,van,white,wi
13800,2015,chevrolet,equinox,excellent,4,gas,26574,rebuilt,automatic,4wd,compact,SUV,silver,wi
13870,2012,ford,econoline cargo van,good,8,gas,92932,clean,automatic,rwd,mid-size,van,white,wi
13870,2012,ford,econoline cargo van,good,8,gas,92932,clean,automatic,rwd,mid-size,van,white,wi
13875,2013,gmc,sierra,good,8,gas,146973,clean,automatic,rwd,full-size,pickup,red,wi
13888,2016,kia,optima ex,good,4,gas,35056,clean,automatic,fwd,mid-size,sedan,white,wi
13888,2016,kia,optima ex,good,4,gas,35056,clean,automatic,fwd,mid-size,sedan,white,wi
13900,2013,acura,rdx awd,excellent,6,gas,113000,clean,automatic,4wd,mid-size,SUV,white,wi
13900,2006,jaguar,xk-series,good,8,gas,86376,clean,automatic,rwd,mid-size,convertible,silver,wi
13900,2014,honda,ridgeline,good,6,gas,163525,clean,automatic,4wd,full-size,truck,silver,wi
13900,2013,cadillac,srx,good,6,gas,71248,clean,automatic,fwd,full-size,SUV,silver,wi
13900,2014,honda,odyssey,good,6,gas,134633,clean,automatic,fwd,full-size,van,blue,wi
13900,2017,ford,escape,good,4,gas,71188,clean,automatic,rwd,full-size,SUV,blue,wi
13900,2010,chevrolet,silverado 1500,good,8,gas,153547,clean,automatic,4wd,full-size,truck,black,wi
13950,2013,ford,econoline cargo van,good,8,gas,114747,clean,automatic,rwd,mid-size,van,custom,wi
13950,2013,ford,econoline cargo van,good,8,gas,114747,clean,automatic,rwd,mid-size,van,custom,wi
13977,2015,kia,soul exclaim,excellent,4,gas,54000,clean,automatic,fwd,compact,hatchback,silver,wi
13980,2016,ford,fusion,excellent,4,gas,58094,rebuilt,automatic,4wd,mid-size,sedan,black,wi
13981,2013,ford,econoline cargo van,good,8,gas,120284,clean,automatic,rwd,mid-size,van,silver,wi
13981,2013,ford,econoline cargo van,good,8,gas,120284,clean,automatic,rwd,mid-size,van,silver,wi
13990,2007,chevrolet,express cargo van,good,8,gas,137248,clean,automatic,4wd,mid-size,van,white,wi
13990,2007,chevrolet,express cargo van,good,8,gas,137248,clean,automatic,4wd,mid-size,van,white,wi
13990,2016,jeep,renegade,like new,4,gas,32000,clean,manual,4wd,mid-size,SUV,orange,wi
13995,2014,chevrolet,express 3500,good,8,gas,112307,clean,automatic,rwd,full-size,van,white,wi
13995,2011,chevrolet,silverado 2500hd,good,8,gas,223470,clean,automatic,4wd,full-size,truck,white,wi
13995,2012,chevrolet,silverado 1500,good,8,gas,199200,clean,automatic,4wd,full-size,truck,white,wi
13995,2011,chevrolet,silverado 1500,good,8,gas,177139,clean,automatic,4wd,full-size,truck,white,wi
13995,2013,gmc,sierra 1500,good,8,gas,201141,clean,automatic,4wd,full-size,truck,white,wi
13995,2015,hyundai,sonata,excellent,4,gas,74339,clean,automatic,fwd,full-size,sedan,silver,wi
13995,2018,ford,escape,excellent,4,gas,113558,clean,automatic,4wd,mid-size,SUV,silver,wi
13995,2017,ford,escape,excellent,4,gas,100604,clean,automatic,4wd,mid-size,SUV,silver,wi
13995,2013,ford,edge sport awd,good,6,gas,135246,clean,automatic,4wd,mid-size,SUV,silver,wi
13995,2015,dodge,grand caravan,excellent,6,gas,64404,clean,automatic,fwd,full-size,mini-van,grey,wi
13995,2012,ford,f-150,good,6,gas,188406,clean,automatic,4wd,full-size,truck,grey,wi
13995,2015,kia,optima,excellent,4,gas,85179,clean,automatic,fwd,mid-size,sedan,blue,wi
13995,2015,hyundai,sonata hybrid,excellent,4,hybrid,49248,clean,automatic,fwd,mid-size,sedan,blue,wi
13995,2020,toyota,corolla,good,4,gas,26000,clean,automatic,fwd,mid-size,sedan,blue,wi
13995,2015,kia,optima,excellent,4,gas,77843,clean,automatic,fwd,mid-size,sedan,black,wi
13995,2017,subaru,legacy,excellent,4,gas,82191,clean,automatic,4wd,mid-size,sedan,black,wi
13995,2014,kia,optima ex premium,good,4,gas,47605,clean,automatic,fwd,mid-size,sedan,black,wi
13995,2010,toyota,highlander,excellent,6,gas,70911,clean,automatic,4wd,full-size,SUV,black,wi
13995,2016,ford,fusion,excellent,4,gas,58094,rebuilt,automatic,4wd,mid-size,sedan,black,wi
13998,2017,chevrolet,malibu,excellent,4,gas,46364,clean,automatic,fwd,mid-size,sedan,white,wi
13999,2000,jeep,wrangler sport,excellent,6,gas,128471,clean,automatic,4wd,mid-size,SUV,white,wi
13999,2013,gmc,sierra,good,8,gas,146973,clean,automatic,rwd,full-size,pickup,red,wi
13999,2016,dodge,grand caravan,like new,6,gas,33223,clean,automatic,fwd,full-size,mini-van,black,wi
14000,2000,ford,f250,excellent,8,diesel,189000,clean,automatic,4wd,full-size,truck,white,wi
14000,2011,volvo,c-30 r-design t-5,like new,5,gas,32000,clean,automatic,fwd,compact,hatchback,silver,wi
14000,2007,ford,f-250 super duty,good,8,diesel,145000,rebuilt,automatic,4wd,full-size,truck,red,wi
14200,2013,bmw,x5,good,6,diesel,96000,clean,automatic,4wd,full-size,SUV,white,wi
14274,2016,chrysler,town & country touring,good,6,gas,66083,clean,automatic,fwd,full-size,mini-van,grey,wi
14396,2018,kia,optima lx,good,4,gas,12108,clean,automatic,fwd,full-size,sedan,grey,wi
14439,2019,chevrolet,sonic,excellent,4,gas,21097,clean,automatic,fwd,compact,hatchback,blue,wi
14450,2015,dodge,charger sxt awd,like new,6,gas,70132,rebuilt,automatic,4wd,full-size,sedan,red,wi
14450,2015,dodge,charger sxt awd,like new,6,gas,70132,rebuilt,automatic,4wd,full-size,sedan,red,wi
14487,2015,chevrolet,colorado,good,4,gas,90251,clean,automatic,rwd,full-size,truck,white,wi
14487,2015,chevrolet,colorado,good,4,gas,90251,clean,automatic,rwd,full-size,truck,white,wi
14487,2015,chevrolet,colorado,good,4,gas,90251,clean,automatic,rwd,full-size,truck,white,wi
14490,2014,ford,econoline cargo van,good,8,gas,127688,clean,automatic,rwd,mid-size,van,custom,wi
14490,2014,ford,econoline cargo van,good,8,gas,127688,clean,automatic,rwd,mid-size,van,custom,wi
14500,2004,chevrolet,express 1500,excellent,8,gas,118000,clean,automatic,fwd,full-size,van,white,wi
14500,2004,chevrolet,express 1500,excellent,8,gas,118000,clean,automatic,fwd,full-size,van,white,wi
14500,2007,ram,2500 diesel,good,6,diesel,231000,clean,automatic,4wd,full-size,truck,red,wi
14595,2014,gmc,acadia,excellent,6,gas,100743,clean,automatic,4wd,full-size,SUV,grey,wi
14681,2013,dodge,charger r/t,good,8,gas,102097,clean,automatic,rwd,full-size,sedan,black,wi
14699,2016,chevrolet,impala,excellent,6,gas,36821,clean,automatic,fwd,full-size,sedan,silver,wi
14699,2016,chevrolet,impala,excellent,6,gas,36821,clean,automatic,fwd,full-size,sedan,silver,wi
14798,2012,lexus,rx 350 awd,good,6,gas,117620,clean,automatic,4wd,mid-size,SUV,grey,wi
14879,2016,ford,escape titanium 4wd,good,4,gas,79123,clean,automatic,4wd,mid-size,SUV,red,wi
14898,2019,chevrolet,trax lt,like new,4,gas,26187,clean,automatic,fwd,mid-size,SUV,silver,wi
14900,2013,gmc,acadia,good,6,gas,127515,clean,automatic,4wd,full-size,SUV,red,wi
14900,2016,nissan,rogue sv awd,excellent,4,gas,52000,clean,automatic,4wd,mid-size,SUV,grey,wi
14900,2015,chevrolet,traverse,excellent,6,gas,84900,clean,automatic,4wd,mid-size,SUV,blue,wi
14900,2010,ram,1500,good,8,gas,173120,clean,automatic,4wd,full-size,truck,black,wi
14975,2013,mercedes-benz,e-class,excellent,6,gas,129400,clean,automatic,rwd,mid-size,convertible,white,wi
14977,2013,buick,lacrosse,excellent,4,gas,11000,clean,automatic,fwd,full-size,sedan,white,wi
14977,2014,chevrolet,impala 2lt v6,good,6,gas,80000,clean,automatic,fwd,full-size,sedan,blue,wi
14977,2010,lincoln,town car signature ltd,good,8,gas,61000,clean,automatic,rwd,full-size,sedan,black,wi
14993,2013,gmc,acadia,excellent,6,gas,96779,clean,automatic,4wd,full-size,SUV,red,wi
14995,2017,chevrolet,equinox,excellent,4,gas,80432,clean,automatic,fwd,mid-size,SUV,white,wi
14995,2008,ford,f-250 sd,good,8,diesel,213288,clean,automatic,4wd,full-size,truck,white,wi
14995,2016,gmc,terrain sle-1 awd,good,4,gas,71831,clean,automatic,4wd,mid-size,SUV,red,wi
14995,2017,subaru,forester,excellent,4,gas,103715,clean,automatic,4wd,full-size,SUV,grey,wi
14995,2016,honda,civic,excellent,4,gas,46427,clean,automatic,fwd,mid-size,sedan,grey,wi
14995,2016,jeep,patriot,excellent,4,gas,24780,rebuilt,automatic,4wd,compact,SUV,grey,wi
14995,2015,ford,taurus,excellent,6,gas,61630,clean,automatic,4wd,full-size,sedan,black,wi
14995,2016,cadillac,xts,excellent,6,gas,112059,clean,automatic,fwd,mid-size,sedan,black,wi
14995,2018,ford,escape,excellent,4,gas,84040,clean,automatic,fwd,mid-size,SUV,black,wi
14998,2017,chevrolet,cruze,excellent,4,gas,19402,clean,automatic,fwd,compact,sedan,white,wi
14999,2002,jeep,wrangler,excellent,6,gas,91838,clean,automatic,4wd,mid-size,SUV,green,wi
15000,2018,ford,fusion titanium hybrid,excellent,4,hybrid,45160,clean,automatic,fwd,full-size,sedan,grey,wi
15000,2016,gmc,terrain slt awd,like new,6,gas,96355,clean,automatic,4wd,mid-size,SUV,black,wi
15125,2016,ford,transit cargo van,good,6,gas,157605,clean,automatic,rwd,mid-size,van,white,wi
15125,2016,ford,transit cargo van,good,6,gas,157605,clean,automatic,rwd,mid-size,van,white,wi
15250,2018,dodge,charger sxt,excellent,6,gas,75260,rebuilt,automatic,rwd,full-size,sedan,black,wi
15300,2017,toyota,prius,excellent,4,hybrid,47900,lien,automatic,fwd,mid-size,hatchback,blue,wi
15777,2011,chevrolet,express cargo van,good,8,gas,134177,clean,automatic,4wd,mid-size,van,white,wi
15784,2015,chevrolet,colorado,good,4,gas,109345,clean,automatic,4wd,full-size,truck,white,wi
15784,2015,chevrolet,colorado,good,4,gas,109345,clean,automatic,4wd,full-size,truck,white,wi
15784,2015,chevrolet,colorado,good,4,gas,109345,clean,automatic,4wd,full-size,truck,white,wi
15788,2012,chevrolet,express cargo van,good,8,gas,145996,clean,automatic,4wd,mid-size,van,white,wi
15830,2011,toyota,highlander limited,good,6,gas,110305,clean,automatic,4wd,full-size,SUV,white,wi
15830,2014,ford,econoline cargo van,good,8,gas,100564,clean,automatic,rwd,mid-size,van,custom,wi
15830,2014,ford,econoline cargo van,good,8,gas,100564,clean,automatic,rwd,mid-size,van,custom,wi
15888,2013,chevrolet,express cargo van,good,8,gas,168353,clean,automatic,4wd,mid-size,van,white,wi
15888,2013,chevrolet,express cargo van,good,8,gas,168353,clean,automatic,4wd,mid-size,van,white,wi
15888,2013,chevrolet,express cargo van,good,8,gas,168353,clean,automatic,4wd,mid-size,van,white,wi
15900,2016,honda,hr-v,good,4,gas,42779,clean,automatic,4wd,full-size,SUV,white,wi
15900,2013,honda,pilot ex,excellent,6,gas,52400,clean,automatic,fwd,mid-size,SUV,white,wi
15900,2016,honda,civic,excellent,4,gas,47158,clean,automatic,fwd,compact,coupe,black,wi
15900,2014,mercedes-benz,benz c300,excellent,6,gas,60158,clean,automatic,4wd,full-size,sedan,black,wi
15920,2016,dodge,grand caravan,excellent,6,gas,32463,clean,automatic,fwd,mid-size,mini-van,blue,wi
15950,2006,chevrolet,silverado 3500,good,8,gas,109060,clean,automatic,4wd,full-size,truck,brown,wi
15986,2018,hyundai,elantra,excellent,4,gas,38828,clean,automatic,fwd,mid-size,sedan,white,wi
15988,2017,honda,accord hybrid,good,4,hybrid,42963,clean,automatic,fwd,full-size,sedan,white,wi
15988,2017,honda,accord hybrid,good,4,hybrid,42963,clean,automatic,fwd,full-size,sedan,white,wi
15995,2014,honda,cr-v,excellent,4,gas,72288,clean,automatic,4wd,mid-size,SUV,white,wi
15995,2014,dodge,journey,like new,6,gas,45184,clean,automatic,4wd,mid-size,SUV,white,wi
15995,2014,ford,e350 xl,good,8,gas,54525,clean,automatic,rwd,full-size,wagon,white,wi
15995,2014,ram,1500,good,8,gas,164918,clean,automatic,4wd,full-size,truck,white,wi
15995,2015,ford,transit 350 xlt,excellent,6,gas,73396,clean,automatic,rwd,full-size,wagon,silver,wi
15995,2015,ford,transit 350 xlt,excellent,6,gas,73396,clean,automatic,rwd,full-size,wagon,silver,wi
15995,2017,dodge,grand caravan,excellent,6,gas,67277,clean,automatic,fwd,full-size,mini-van,red,wi
15995,2017,kia,optima,like new,4,gas,17625,clean,automatic,fwd,full-size,sedan,purple,wi
15995,2019,kia,optima,excellent,4,gas,63355,clean,automatic,fwd,mid-size,sedan,grey,wi
15995,2011,audi,a8,excellent,8,gas,96600,salvage,automatic,4wd,full-size,sedan,grey,wi
15995,2015,honda,odyssey ex,good,6,gas,70644,clean,automatic,fwd,full-size,mini-van,grey,wi
15995,2011,chevrolet,silverado 1500,good,8,gas,169346,clean,automatic,4wd,full-size,truck,blue,wi
15995,2017,honda,civic sedan,excellent,4,gas,43887,clean,automatic,fwd,compact,sedan,black,wi
15998,2017,honda,civic,excellent,4,gas,71127,clean,automatic,fwd,mid-size,sedan,blue,wi
16000,2013,ford,f150 supercab xlt 4x4,good,6,gas,157990,clean,automatic,4wd,full-size,truck,red,wi
16341,2014,ford,econoline cargo van,good,8,gas,77221,clean,automatic,rwd,mid-size,van,white,wi
16341,2014,ford,econoline cargo van,good,8,gas,77221,clean,automatic,rwd,mid-size,van,white,wi
16426,2017,chevrolet,colorado,good,4,gas,93951,clean,automatic,rwd,full-size,truck,white,wi
16426,2017,chevrolet,colorado,good,4,gas,93951,clean,automatic,rwd,full-size,truck,white,wi
16426,2017,chevrolet,colorado,good,4,gas,93951,clean,automatic,rwd,full-size,truck,white,wi
16490,2014,ford,econoline cargo van,good,8,gas,71658,clean,automatic,rwd,mid-size,van,custom,wi
16490,2014,ford,econoline cargo van,good,8,gas,71658,clean,automatic,rwd,mid-size,van,custom,wi
16500,2013,honda,civic si sedan 4d,excellent,4,diesel,68964,clean,manual,fwd,compact,sedan,black,wi
16551,2016,chevrolet,colorado,good,4,gas,59968,clean,automatic,rwd,full-size,truck,white,wi
16551,2016,chevrolet,colorado,good,4,gas,59968,clean,automatic,rwd,full-size,truck,white,wi
16551,2016,chevrolet,colorado,good,4,gas,59968,clean,automatic,rwd,full-size,truck,white,wi
16570,2018,nissan,altima sr,good,4,gas,22438,clean,automatic,fwd,full-size,sedan,black,wi
16768,2017,chevrolet,traverse lt awd,good,6,gas,96862,clean,automatic,4wd,full-size,SUV,silver,wi
16768,2017,chevrolet,traverse lt awd,good,6,gas,96862,clean,automatic,4wd,full-size,SUV,silver,wi
16800,2013,lexus,rx 350,good,6,gas,116000,clean,automatic,4wd,full-size,SUV,black,wi
16888,2008,chevrolet,express cargo van,good,8,gas,99898,clean,automatic,4wd,mid-size,van,white,wi
16900,2016,chevrolet,colorado,good,4,gas,61231,clean,automatic,rwd,full-size,truck,white,wi
16900,2017,toyota,camry le,like new,4,gas,9910,clean,automatic,fwd,mid-size,sedan,white,wi
16900,2011,ford,f-150,good,6,gas,74500,clean,automatic,4wd,full-size,pickup,white,wi
16900,2016,rover,discovery sport se,excellent,4,gas,98900,clean,automatic,4wd,mid-size,SUV,grey,wi
16900,2019,chevrolet,impala lt,good,4,gas,34000,clean,automatic,fwd,full-size,sedan,brown,wi
16900,2010,cadillac,escalade,good,8,gas,148448,clean,automatic,4wd,full-size,SUV,black,wi
16900,2011,cadillac,escalade,excellent,8,gas,140340,clean,automatic,4wd,full-size,SUV,black,wi
16916,2018,chevrolet,equinox,excellent,4,gas,30802,rebuilt,automatic,4wd,mid-size,SUV,grey,wi
16950,2015,chevrolet,express 3500 cargo van,good,8,gas,121111,clean,automatic,rwd,full-size,van,white,wi
16950,2017,lincoln,mkz,excellent,4,gas,28001,rebuilt,automatic,fwd,full-size,sedan,silver,wi
16990,2006,chevrolet,express cargo van,good,8,gas,176894,clean,automatic,rwd,full-size,truck,white,wi
16995,2013,subaru,impreza wagon wrx,excellent,4,gas,99861,clean,manual,4wd,full-size,wagon,white,wi
16995,2009,toyota,fj cruiser,good,6,gas,141161,clean,automatic,4wd,mid-size,SUV,white,wi
16995,2017,chevrolet,malibu,excellent,4,gas,33008,clean,automatic,fwd,mid-size,sedan,red,wi
16995,2017,dodge,grand caravan,excellent,6,gas,71386,clean,automatic,fwd,full-size,mini-van,grey,wi
16995,2010,harley-davidson,4x4,excellent,8,gas,105000,clean,automatic,4wd,full-size,pickup,custom,wi
16995,2016,mazda,cx-5 grand touring awd,good,4,gas,72117,clean,automatic,4wd,mid-size,SUV,brown,wi
16995,2017,honda,civic sedan,excellent,4,gas,14935,clean,automatic,fwd,compact,sedan,black,wi
16995,2017,chevrolet,malibu lt,excellent,4,gas,20616,clean,automatic,fwd,mid-size,sedan,black,wi
17450,2017,lincoln,mkz,excellent,4,gas,28001,rebuilt,automatic,fwd,full-size,sedan,silver,wi
17463,2013,chevrolet,express cargo van,good,8,gas,74884,clean,automatic,rwd,mid-size,van,white,wi
17463,2013,chevrolet,express cargo van,good,8,gas,74884,clean,automatic,rwd,mid-size,van,white,wi
17463,2013,chevrolet,express cargo van,good,8,gas,74884,clean,automatic,rwd,mid-size,van,white,wi
17494,2016,buick,lacrosse,excellent,6,gas,21532,clean,automatic,fwd,mid-size,sedan,black,wi
17500,2015,toyota,rav4,like new,4,gas,43380,clean,automatic,4wd,mid-size,SUV,red,wi
17500,2011,gmc,yukon sle,excellent,8,gas,90427,clean,automatic,4wd,full-size,SUV,grey,wi
17663,2011,chevrolet,silverado 1500 lt 4wd,good,8,gas,133915,clean,automatic,4wd,full-size,truck,blue,wi
17675,2010,ford,f-150,excellent,8,gas,90270,rebuilt,automatic,4wd,full-size,pickup,white,wi
17895,2015,ram,1500,like new,8,gas,68225,rebuilt,automatic,4wd,full-size,truck,black,wi
17900,2016,chevrolet,silverado,excellent,8,gas,67819,rebuilt,automatic,rwd,full-size,pickup,white,wi
17900,2015,ford,f-250 4wd 1owner rust free texas truck,excellent,8,gas,173935,clean,automatic,4wd,full-size,truck,white,wi
17900,2016,chevrolet,silverado,excellent,8,gas,67819,rebuilt,automatic,rwd,full-size,pickup,white,wi
17900,2018,gmc,terrain,good,4,gas,34955,clean,automatic,fwd,full-size,SUV,silver,wi
17900,2015,honda,pilot ex-l 4wd,excellent,6,gas,96000,clean,automatic,4wd,full-size,SUV,red,wi
17900,2015,honda,pilot ex-l 4wd,excellent,6,gas,96000,clean,automatic,4wd,full-size,SUV,red,wi
17900,2015,honda,pilot ex-l 4wd,excellent,6,gas,96000,clean,automatic,4wd,full-size,SUV,red,wi
17900,2008,gmc,sierra 2500hd,excellent,8,gas,130750,clean,automatic,4wd,full-size,pickup,red,wi
17900,2012,chevrolet,camaro,good,6,gas,27652,clean,automatic,rwd,mid-size,coupe,black,wi
17950,2017,subaru,outback 2.5i limited,excellent,4,gas,25300,clean,automatic,4wd,mid-size,SUV,white,wi
17970,2012,gmc,savana cargo van,good,8,gas,127087,clean,automatic,4wd,mid-size,van,red,wi
17970,2012,gmc,savana cargo van,good,8,gas,127087,clean,automatic,4wd,mid-size,van,red,wi
17987,2012,chevrolet,express passenger,good,8,gas,29104,clean,automatic,rwd,full-size,van,silver,wi
17987,2012,chevrolet,express passenger,good,8,gas,29104,clean,automatic,rwd,full-size,van,silver,wi
17987,2012,chevrolet,express passenger,good,8,gas,29104,clean,automatic,rwd,full-size,van,silver,wi
17990,2013,chevrolet,silverado 3500hd,good,8,gas,174100,clean,automatic,4wd,full-size,truck,white,wi
17990,2013,chevrolet,silverado 3500hd,good,8,gas,174100,clean,automatic,4wd,full-size,truck,white,wi
17995,2018,hyundai,tucson,excellent,4,gas,31888,clean,automatic,4wd,mid-size,SUV,white,wi
17995,2013,bmw,x5,excellent,6,gas,77603,clean,automatic,4wd,full-size,SUV,brown,wi
17995,2017,volkswagen,tiguan,excellent,4,gas,51214,clean,automatic,4wd,mid-size,SUV,black,wi
17995,2011,gmc,sierra 1500 4wd,excellent,8,gas,115000,clean,automatic,4wd,full-size,pickup,black,wi
17999,2012,chevrolet,tahoe,excellent,8,gas,100955,clean,automatic,4wd,full-size,SUV,silver,wi
18000,2016,subaru,outback,like new,4,gas,51500,clean,automatic,4wd,full-size,wagon,red,wi
18000,2017,chrysler,pacifica,good,6,gas,58000,clean,automatic,fwd,mid-size,mini-van,red,wi
18200,2016,lincoln,mkz,excellent,6,gas,83000,clean,automatic,4wd,mid-size,sedan,grey,wi
18289,2012,chevrolet,silverado lt 2lt z71,good,8,gas,115719,clean,automatic,4wd,full-size,truck,brown,wi
18368,2019,chevrolet,trax,excellent,4,gas,19038,clean,automatic,4wd,compact,wagon,blue,wi
18500,2014,honda,cr-v,excellent,4,gas,33000,clean,automatic,4wd,mid-size,SUV,white,wi
18500,2014,acura,mdx tech pkg awd,good,6,gas,93348,clean,automatic,4wd,full-size,SUV,silver,wi
18500,2010,jeep,wrangler unlimited sport,good,6,gas,169966,clean,automatic,4wd,full-size,SUV,red,wi
18500,2015,honda,pilot ex-l 4wd,excellent,6,gas,96000,clean,automatic,4wd,full-size,SUV,red,wi
18500,2015,honda,crv ex-l,excellent,4,gas,45400,clean,automatic,fwd,full-size,SUV,black,wi
18590,2017,kia,sorento ex,good,6,gas,75957,clean,automatic,4wd,full-size,SUV,white,wi
18900,2018,chevrolet,equinox ls,excellent,4,gas,3200,clean,automatic,fwd,mid-size,SUV,silver,wi
18900,2017,toyota,rav4,excellent,4,gas,55800,clean,automatic,4wd,mid-size,SUV,silver,wi
18950,2001,ram,3500 slt dually,excellent,6,diesel,162222,clean,automatic,4wd,full-size,truck,white,wi
18950,2009,gmc,sierra 1500 denali,like new,8,gas,210000,clean,automatic,4wd,full-size,truck,white,wi
18950,2012,chevrolet,camaro rs,like new,6,gas,48888,clean,automatic,rwd,full-size,coupe,orange,wi
18950,2009,chevrolet,silverado 1500,excellent,8,gas,101237,clean,automatic,4wd,full-size,truck,grey,wi
18988,2013,gmc,savana passenger,good,8,gas,104059,clean,automatic,4wd,full-size,van,white,wi
18995,2008,jeep,wrangler,excellent,6,gas,47080,clean,automatic,4wd,full-size,SUV,yellow,wi
18995,2016,toyota,prius,excellent,4,hybrid,55521,clean,automatic,fwd,mid-size,sedan,red,wi
18995,2007,ram,3500,good,6,gas,203693,clean,automatic,4wd,full-size,truck,red,wi
18995,2015,mercedes-benz,e-class,excellent,6,gas,98167,clean,automatic,4wd,mid-size,sedan,grey,wi
18995,2014,mercedes-benz,e-class,excellent,6,gas,91094,clean,automatic,4wd,mid-size,sedan,grey,wi
18995,2004,chevrolet,corvette,excellent,8,gas,70073,clean,manual,rwd,full-size,convertible,blue,wi
19000,2017,cadillac,xts,excellent,6,gas,72944,clean,automatic,fwd,full-size,sedan,silver,wi
19000,2017,jeep,cherokee,excellent,4,gas,28102,clean,automatic,4wd,mid-size,SUV,black,wi
19000,2015,ford,explorer,excellent,6,gas,99600,clean,automatic,4wd,full-size,SUV,black,wi
19500,2010,jeep,wrangler unlimited x 4x4,good,6,gas,110000,clean,automatic,4wd,full-size,SUV,silver,wi
19500,2008,ford,f-250 super duty,excellent,8,diesel,159000,clean,automatic,4wd,full-size,truck,red,wi
19670,2011,ford,f-150 lariat 4wd,good,6,gas,114634,clean,automatic,4wd,full-size,truck,black,wi
19706,2013,honda,pilot ex-l 4wd,good,6,gas,52135,clean,automatic,4wd,full-size,SUV,grey,wi
19731,2016,ford,transit wagon,good,6,gas,80075,clean,automatic,rwd,full-size,van,red,wi
19731,2016,ford,transit wagon,good,6,gas,80075,clean,automatic,rwd,full-size,van,red,wi
19731,2016,ford,transit wagon,good,6,gas,80075,clean,automatic,rwd,full-size,van,red,wi
19822,2015,ford,transit wagon,good,6,gas,73130,clean,automatic,rwd,full-size,van,white,wi
19822,2015,ford,transit wagon,good,6,gas,73130,clean,automatic,rwd,full-size,van,white,wi
19880,2015,jeep,grand cherokee limited,good,6,gas,85549,clean,automatic,4wd,mid-size,SUV,black,wi
19888,2014,gmc,savana cargo van,good,8,gas,156677,clean,automatic,4wd,mid-size,van,yellow,wi
19888,2014,gmc,savana cargo van,good,8,gas,156677,clean,automatic,4wd,mid-size,van,yellow,wi
19888,2017,audi,a4,excellent,4,gas,42349,clean,automatic,fwd,mid-size,sedan,black,wi
19900,2018,ford,transit connect xlt,like new,6,hybrid,8154,clean,automatic,fwd,full-size,mini-van,grey,wi
19900,2010,ram,1500,good,8,gas,66666,clean,automatic,4wd,full-size,truck,black,wi
19900,2014,cadillac,escalade esv,good,6,gas,190700,clean,automatic,4wd,full-size,SUV,black,wi
19900,2009,chevrolet,silverado 2500hd,excellent,8,gas,63575,clean,automatic,4wd,full-size,truck,black,wi
19950,2011,ford,f350 superduty diesel,fair,8,diesel,165000,clean,automatic,4wd,full-size,truck,white,wi
